0,2018-1-1,8:00,FOOD,RESTAURANT_A,1.98,StateCollege,CHIP
0,2018-1-1,12:00,FOOD,RESTAURANT_A,3.98,StateCollege,CHIP
0,2018-1-1,17:00,FOOD,RESTAURANT_A,7.98,StateCollege,CHIP
0,2018-1-1,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-1,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-1,8:00,FOOD,RESTAURANT_A,1.98,StateCollege,CHIP
0,2018-1-1,12:00,FOOD,RESTAURANT_A,3.98,StateCollege,CHIP
0,2018-1-1,17:00,FOOD,RESTAURANT_A,7.98,StateCollege,CHIP
0,2018-1-1,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-1,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-1,8:00,FOOD,RESTAURANT_A,1.98,StateCollege,CHIP
0,2018-1-1,12:00,FOOD,RESTAURANT_A,3.98,StateCollege,CHIP
0,2018-1-1,17:00,FOOD,RESTAURANT_A,7.98,StateCollege,CHIP
0,2018-1-1,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-1,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-1,8:00,FOOD,RESTAURANT_A,1.98,StateCollege,CHIP
0,2018-1-1,12:00,FOOD,RESTAURANT_A,3.98,StateCollege,CHIP
0,2018-1-1,17:00,FOOD,RESTAURANT_A,7.98,StateCollege,CHIP
0,2018-1-1,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-1,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-1,8:00,FOOD,RESTAURANT_A,1.98,StateCollege,CHIP
0,2018-1-1,12:00,FOOD,RESTAURANT_A,3.98,StateCollege,CHIP
0,2018-1-1,17:00,FOOD,RESTAURANT_A,7.98,StateCollege,CHIP
0,2018-1-1,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-1,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-2,8:00,FOOD,RESTAURANT_A,2.42,StateCollege,CHIP
0,2018-1-2,12:00,FOOD,RESTAURANT_A,5.94,StateCollege,CHIP
0,2018-1-2,17:00,FOOD,RESTAURANT_A,5.58,StateCollege,CHIP
0,2018-1-2,8:00,FOOD,RESTAURANT_A,2.42,StateCollege,CHIP
0,2018-1-2,12:00,FOOD,RESTAURANT_A,5.94,StateCollege,CHIP
0,2018-1-2,17:00,FOOD,RESTAURANT_A,5.58,StateCollege,CHIP
0,2018-1-2,8:00,FOOD,RESTAURANT_A,2.42,StateCollege,CHIP
0,2018-1-2,12:00,FOOD,RESTAURANT_A,5.94,StateCollege,CHIP
0,2018-1-2,17:00,FOOD,RESTAURANT_A,5.58,StateCollege,CHIP
0,2018-1-3,8:00,FOOD,RESTAURANT_A,1.31,StateCollege,CHIP
0,2018-1-3,12:00,FOOD,RESTAURANT_A,6.47,StateCollege,CHIP
0,2018-1-3,17:00,FOOD,RESTAURANT_A,6.16,StateCollege,CHIP
0,2018-1-3,8:00,FOOD,RESTAURANT_A,1.31,StateCollege,CHIP
0,2018-1-3,12:00,FOOD,RESTAURANT_A,6.47,StateCollege,CHIP
0,2018-1-3,17:00,FOOD,RESTAURANT_A,6.16,StateCollege,CHIP
0,2018-1-3,8:00,FOOD,RESTAURANT_A,1.31,StateCollege,CHIP
0,2018-1-3,12:00,FOOD,RESTAURANT_A,6.47,StateCollege,CHIP
0,2018-1-3,17:00,FOOD,RESTAURANT_A,6.16,StateCollege,CHIP
0,2018-1-4,8:00,FOOD,RESTAURANT_A,2.04,StateCollege,CHIP
0,2018-1-4,12:00,FOOD,RESTAURANT_A,5.90,StateCollege,CHIP
0,2018-1-4,17:00,FOOD,RESTAURANT_A,6.00,StateCollege,CHIP
0,2018-1-4,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-4,8:00,FOOD,RESTAURANT_A,2.04,StateCollege,CHIP
0,2018-1-4,12:00,FOOD,RESTAURANT_A,5.90,StateCollege,CHIP
0,2018-1-4,17:00,FOOD,RESTAURANT_A,6.00,StateCollege,CHIP
0,2018-1-4,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-4,8:00,FOOD,RESTAURANT_A,2.04,StateCollege,CHIP
0,2018-1-4,12:00,FOOD,RESTAURANT_A,5.90,StateCollege,CHIP
0,2018-1-4,17:00,FOOD,RESTAURANT_A,6.00,StateCollege,CHIP
0,2018-1-4,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-4,8:00,FOOD,RESTAURANT_A,2.04,StateCollege,CHIP
0,2018-1-4,12:00,FOOD,RESTAURANT_A,5.90,StateCollege,CHIP
0,2018-1-4,17:00,FOOD,RESTAURANT_A,6.00,StateCollege,CHIP
0,2018-1-4,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-5,8:00,FOOD,RESTAURANT_A,3.35,StateCollege,CHIP
0,2018-1-5,12:00,FOOD,RESTAURANT_A,5.28,StateCollege,CHIP
0,2018-1-5,17:00,FOOD,RESTAURANT_A,5.31,StateCollege,CHIP
0,2018-1-5,8:00,FOOD,RESTAURANT_A,3.35,StateCollege,CHIP
0,2018-1-5,12:00,FOOD,RESTAURANT_A,5.28,StateCollege,CHIP
0,2018-1-5,17:00,FOOD,RESTAURANT_A,5.31,StateCollege,CHIP
0,2018-1-5,8:00,FOOD,RESTAURANT_A,3.35,StateCollege,CHIP
0,2018-1-5,12:00,FOOD,RESTAURANT_A,5.28,StateCollege,CHIP
0,2018-1-5,17:00,FOOD,RESTAURANT_A,5.31,StateCollege,CHIP
0,2018-1-6,8:00,FOOD,RESTAURANT_A,1.91,StateCollege,CHIP
0,2018-1-6,12:00,FOOD,RESTAURANT_A,5.74,StateCollege,CHIP
0,2018-1-6,17:00,FOOD,RESTAURANT_A,6.29,StateCollege,CHIP
0,2018-1-6,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-6,8:00,FOOD,RESTAURANT_A,1.91,StateCollege,CHIP
0,2018-1-6,12:00,FOOD,RESTAURANT_A,5.74,StateCollege,CHIP
0,2018-1-6,17:00,FOOD,RESTAURANT_A,6.29,StateCollege,CHIP
0,2018-1-6,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-6,8:00,FOOD,RESTAURANT_A,1.91,StateCollege,CHIP
0,2018-1-6,12:00,FOOD,RESTAURANT_A,5.74,StateCollege,CHIP
0,2018-1-6,17:00,FOOD,RESTAURANT_A,6.29,StateCollege,CHIP
0,2018-1-6,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-6,8:00,FOOD,RESTAURANT_A,1.91,StateCollege,CHIP
0,2018-1-6,12:00,FOOD,RESTAURANT_A,5.74,StateCollege,CHIP
0,2018-1-6,17:00,FOOD,RESTAURANT_A,6.29,StateCollege,CHIP
0,2018-1-6,21:00,Entertainment,NotFunAtAll.INC,24.04,StateCollege,CHIP
0,2018-1-7,8:00,FOOD,RESTAURANT_A,2.17,StateCollege,CHIP
0,2018-1-7,12:00,FOOD,RESTAURANT_A,4.11,StateCollege,CHIP
0,2018-1-7,17:00,FOOD,RESTAURANT_A,7.66,StateCollege,CHIP
0,2018-1-7,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-7,8:00,FOOD,RESTAURANT_A,2.17,StateCollege,CHIP
0,2018-1-7,12:00,FOOD,RESTAURANT_A,4.11,StateCollege,CHIP
0,2018-1-7,17:00,FOOD,RESTAURANT_A,7.66,StateCollege,CHIP
0,2018-1-7,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-7,8:00,FOOD,RESTAURANT_A,2.17,StateCollege,CHIP
0,2018-1-7,12:00,FOOD,RESTAURANT_A,4.11,StateCollege,CHIP
0,2018-1-7,17:00,FOOD,RESTAURANT_A,7.66,StateCollege,CHIP
0,2018-1-7,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-7,8:00,FOOD,RESTAURANT_A,2.17,StateCollege,CHIP
0,2018-1-7,12:00,FOOD,RESTAURANT_A,4.11,StateCollege,CHIP
0,2018-1-7,17:00,FOOD,RESTAURANT_A,7.66,StateCollege,CHIP
0,2018-1-7,18:00,Groceries,SupremeMarket,14.74,StateCollege,CHIP
0,2018-1-8,8:00,FOOD,RESTAURANT_A,2.14,StateCollege,CHIP
0,2018-1-8,12:00,FOOD,RESTAURANT_A,3.99,StateCollege,CHIP
0,2018-1-8,17:00,FOOD,RESTAURANT_A,7.81,StateCollege,CHIP
0,2018-1-8,8:00,FOOD,RESTAURANT_A,2.14,StateCollege,CHIP
0,2018-1-8,12:00,FOOD,RESTAURANT_A,3.99,StateCollege,CHIP
0,2018-1-8,17:00,FOOD,RESTAURANT_A,7.81,StateCollege,CHIP
