1000,0014,4.12,8,2018-1-1,8:00,8,0
1001,0014,4.68,8,2018-1-1,12:00,8,0
1002,0014,10.50,8,2018-1-1,17:00,9,0
1003,0014,29.59,7,2018-1-1,18:00,7,0
1004,0014,50.08,4,2018-1-1,21:00,4,0
1005,0014,4.45,8,2018-1-2,8:00,8,0
1006,0014,4.02,8,2018-1-2,12:00,8,0
1007,0014,10.83,8,2018-1-2,17:00,9,0
1008,0014,2.46,8,2018-1-3,8:00,8,0
1009,0014,5.91,8,2018-1-3,12:00,8,0
1010,0014,10.93,8,2018-1-3,17:00,9,0
1011,0014,4.38,8,2018-1-4,8:00,8,0
1012,0014,4.54,8,2018-1-4,12:00,8,0
1013,0014,10.38,8,2018-1-4,17:00,9,0
1014,0014,29.59,7,2018-1-4,18:00,7,0
1015,0014,2.17,8,2018-1-5,8:00,8,0
1016,0014,4.89,8,2018-1-5,12:00,8,0
1017,0014,12.24,8,2018-1-5,17:00,9,0
1018,0014,2.34,8,2018-1-6,8:00,8,0
1019,0014,7.28,8,2018-1-6,12:00,8,0
1020,0014,9.68,8,2018-1-6,17:00,8,0
1021,0014,50.08,4,2018-1-6,21:00,4,0
1022,0014,4.26,8,2018-1-7,8:00,8,0
1023,0014,5.55,8,2018-1-7,12:00,8,0
1024,0014,9.49,8,2018-1-7,17:00,8,0
1025,0014,29.59,7,2018-1-7,18:00,7,0
1026,0014,3.78,8,2018-1-8,8:00,8,0
1027,0014,6.05,8,2018-1-8,12:00,8,0
1028,0014,9.47,8,2018-1-8,17:00,8,0
1029,0014,2.80,8,2018-1-9,8:00,8,0
1030,0014,7.64,8,2018-1-9,12:00,8,0
1031,0014,8.86,8,2018-1-9,17:00,8,0
1032,0014,4.80,8,2018-1-10,8:00,8,0
1033,0014,7.44,8,2018-1-10,12:00,8,0
1034,0014,7.06,8,2018-1-10,17:00,8,0
1035,0014,29.59,7,2018-1-10,18:00,7,0
1036,0014,2.55,8,2018-1-11,8:00,8,0
1037,0014,6.95,8,2018-1-11,12:00,8,0
1038,0014,9.80,8,2018-1-11,17:00,8,0
1039,0014,50.08,4,2018-1-11,21:00,4,0
1040,0014,5.13,8,2018-1-12,8:00,8,0
1041,0014,5.46,8,2018-1-12,12:00,8,0
1042,0014,8.71,8,2018-1-12,17:00,8,0
1043,0014,300.69,2,2018-1-12,19:00,2,0
1044,0014,2.77,8,2018-1-13,8:00,8,0
1045,0014,5.14,8,2018-1-13,12:00,8,0
1046,0014,11.39,8,2018-1-13,17:00,9,0
1047,0014,29.59,7,2018-1-13,18:00,7,0
1048,0014,4.99,8,2018-1-14,8:00,8,0
1049,0014,7.31,8,2018-1-14,12:00,8,0
1050,0014,7.00,8,2018-1-14,17:00,8,0
1051,0014,1.73,8,2018-1-15,8:00,8,0
1052,0014,6.46,8,2018-1-15,12:00,8,0
1053,0014,11.11,8,2018-1-15,17:00,9,0
1054,0014,623.38,6,2018-1-16,0:00,6,1
1055,0014,1.73,8,2018-1-16,8:00,8,0
1056,0014,4.57,8,2018-1-16,12:00,8,0
1057,0014,13.00,8,2018-1-16,17:00,9,0
1058,0014,29.59,7,2018-1-16,18:00,7,0
1059,0014,50.08,4,2018-1-16,21:00,4,0
1060,0014,2.29,8,2018-1-17,8:00,8,0
1061,0014,6.19,8,2018-1-17,12:00,8,0
1062,0014,10.82,8,2018-1-17,17:00,9,0
1063,0014,3.46,8,2018-1-18,8:00,8,0
1064,0014,6.41,8,2018-1-18,12:00,8,0
1065,0014,9.43,8,2018-1-18,17:00,8,0
1066,0014,4.70,8,2018-1-19,8:00,8,0
1067,0014,4.24,8,2018-1-19,12:00,8,0
1068,0014,10.36,8,2018-1-19,17:00,9,0
1069,0014,29.59,7,2018-1-19,18:00,7,0
1070,0014,2.19,8,2018-1-20,8:00,8,0
1071,0014,7.68,8,2018-1-20,12:00,8,0
1072,0014,9.43,8,2018-1-20,17:00,8,0
1073,0014,318.23,3,2018-1-21,0:00,3,1
1074,0014,479.07,5,2018-1-21,0:00,5,1
1075,0014,3.77,8,2018-1-21,8:00,8,0
1076,0014,6.89,8,2018-1-21,12:00,8,0
1077,0014,8.64,8,2018-1-21,17:00,8,0
1078,0014,50.08,4,2018-1-21,21:00,4,0
1079,0014,2.13,8,2018-1-22,8:00,8,0
1080,0014,5.20,8,2018-1-22,12:00,8,0
1081,0014,11.97,8,2018-1-22,17:00,9,0
1082,0014,29.59,7,2018-1-22,18:00,7,0
1083,0014,3.39,8,2018-1-23,8:00,8,0
1084,0014,4.53,8,2018-1-23,12:00,8,0
1085,0014,11.38,8,2018-1-23,17:00,9,0
1086,0014,4.22,8,2018-1-24,8:00,8,0
1087,0014,4.52,8,2018-1-24,12:00,8,0
1088,0014,10.56,8,2018-1-24,17:00,9,0
1089,0014,2.00,8,2018-1-25,8:00,8,0
1090,0014,8.61,8,2018-1-25,12:00,8,0
1091,0014,8.69,8,2018-1-25,17:00,8,0
1092,0014,29.59,7,2018-1-25,18:00,7,0
1093,0014,4.23,8,2018-1-26,8:00,8,0
1094,0014,3.98,8,2018-1-26,12:00,8,0
1095,0014,11.09,8,2018-1-26,17:00,9,0
